date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-01-27,unknown,fully_vaccinated,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-01-28,unknown,fully_vaccinated,0,0,NA,NA,NA,NA,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-01-29,unknown,fully_vaccinated,0,0,NA,NA,NA,NA,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-01-30,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-01-31,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-01,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-02,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-03,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-04,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-05,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-06,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-07,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-08,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-09,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-10,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-11,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-12,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-13,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-14,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-15,unknown,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-16,unknown,fully_vaccinated,0,0,NA,NA,NA,0.14,NA,0,0,2.86,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-17,unknown,fully_vaccinated,0,0,NA,NA,NA,0.29,NA,0,0,10,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-18,unknown,fully_vaccinated,0,0,NA,NA,NA,0.29,NA,0,0,10,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-19,unknown,fully_vaccinated,1,1,NA,NA,NA,0.43,NA,20,3.45,14.76,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-20,unknown,fully_vaccinated,1,2,NA,NA,NA,0.43,NA,50,6.45,14.76,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-21,unknown,fully_vaccinated,0,2,NA,NA,NA,0.43,NA,0,6.25,14.76,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-22,unknown,fully_vaccinated,1,3,NA,NA,NA,0.43,NA,33.33,8.57,14.76,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-23,unknown,fully_vaccinated,0,3,NA,NA,NA,0.29,NA,0,7.32,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-24,unknown,fully_vaccinated,0,3,NA,NA,NA,0.14,NA,0,7.14,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-25,unknown,fully_vaccinated,0,3,NA,NA,NA,0.14,NA,0,6.98,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-26,unknown,fully_vaccinated,0,3,NA,NA,NA,0,NA,NA,6.98,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-27,unknown,fully_vaccinated,0,3,NA,NA,NA,0,NA,NA,6.98,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-02-28,unknown,fully_vaccinated,0,3,NA,NA,NA,0,NA,0,6.82,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-01,unknown,fully_vaccinated,0,3,NA,NA,NA,0,NA,0,6.67,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-02,unknown,fully_vaccinated,0,3,NA,NA,NA,0.14,NA,0,6.25,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-03,unknown,fully_vaccinated,0,3,NA,NA,NA,0.14,NA,0,5.88,7.14,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-04,unknown,fully_vaccinated,0,3,NA,NA,NA,0.14,NA,0,5.66,7.14,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-05,unknown,fully_vaccinated,1,4,NA,NA,NA,0.14,NA,50,7.27,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-06,unknown,fully_vaccinated,0,4,NA,NA,NA,0.14,NA,0,7.14,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-07,unknown,fully_vaccinated,0,4,NA,NA,NA,0.14,NA,0,7.02,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-08,unknown,fully_vaccinated,0,4,NA,NA,NA,0.14,NA,NA,7.02,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-09,unknown,fully_vaccinated,0,4,NA,NA,NA,0.14,NA,0,6.9,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-10,unknown,fully_vaccinated,0,4,NA,NA,NA,0.14,NA,0,6.78,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-11,unknown,fully_vaccinated,0,4,NA,NA,NA,0.14,NA,0,6.56,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-12,unknown,fully_vaccinated,1,5,NA,NA,NA,0.57,NA,20,7.58,11.43,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-13,unknown,fully_vaccinated,0,5,NA,NA,NA,0.71,NA,0,7.46,18.57,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-14,unknown,fully_vaccinated,0,5,NA,NA,NA,0.71,NA,0,7.04,18.57,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-15,unknown,fully_vaccinated,3,8,NA,NA,NA,0.71,NA,60,10.53,18.57,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-16,unknown,fully_vaccinated,1,9,NA,NA,NA,0.57,NA,50,11.54,15.71,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-17,unknown,fully_vaccinated,0,9,NA,NA,NA,0.57,NA,0,11.11,15.71,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-18,unknown,fully_vaccinated,0,9,NA,NA,NA,0.71,NA,0,10.59,22.86,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-19,unknown,fully_vaccinated,0,9,NA,NA,NA,0.43,NA,0,10.23,21.43,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-20,unknown,fully_vaccinated,0,9,NA,NA,NA,0.43,NA,0,9.78,19.05,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-21,unknown,fully_vaccinated,1,10,NA,NA,NA,0.43,NA,50,10.64,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-22,unknown,fully_vaccinated,1,11,NA,NA,NA,0.43,NA,50,11.46,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-23,unknown,fully_vaccinated,1,12,NA,NA,NA,0.43,NA,33.33,12.12,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-24,unknown,fully_vaccinated,0,12,NA,NA,NA,0.43,NA,NA,12.12,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-25,unknown,fully_vaccinated,0,12,NA,NA,NA,0.29,NA,0,12,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-26,unknown,fully_vaccinated,0,12,NA,NA,NA,0.29,NA,NA,12,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-27,unknown,fully_vaccinated,0,12,NA,NA,NA,0.29,NA,0,11.76,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-28,unknown,fully_vaccinated,0,12,NA,NA,NA,0.57,NA,0,11.54,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-29,unknown,fully_vaccinated,1,13,NA,NA,NA,0.71,NA,33.33,12.15,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-30,unknown,fully_vaccinated,1,14,NA,NA,NA,0.86,NA,50,12.84,26.19,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-03-31,unknown,fully_vaccinated,2,16,NA,NA,NA,1,NA,50,14.16,29.05,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-01,unknown,fully_vaccinated,1,17,NA,NA,NA,1,NA,25,14.53,29.05,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-02,unknown,fully_vaccinated,1,18,NA,NA,NA,0.86,NA,25,14.88,24.29,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-03,unknown,fully_vaccinated,1,19,NA,NA,NA,0.86,NA,20,15.08,21.9,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-04,unknown,fully_vaccinated,0,19,NA,NA,NA,0.57,NA,0,14.84,14.76,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-05,unknown,fully_vaccinated,0,19,NA,NA,NA,1,NA,0,14.5,17.54,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-06,unknown,fully_vaccinated,1,20,NA,NA,NA,1.14,NA,33.33,14.93,18.73,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-07,unknown,fully_vaccinated,0,20,NA,NA,NA,1,NA,0,14.71,15.87,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-08,unknown,fully_vaccinated,4,24,NA,NA,NA,1,NA,44.44,16.55,15.87,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-09,unknown,fully_vaccinated,2,26,NA,NA,NA,1.29,NA,33.33,17.22,23.01,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-10,unknown,fully_vaccinated,0,26,NA,NA,NA,1.14,NA,0,16.99,18.25,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-11,unknown,fully_vaccinated,0,26,NA,NA,NA,1.14,NA,0,16.46,18.25,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-12,unknown,fully_vaccinated,2,28,NA,NA,NA,0.57,NA,50,17.28,11.9,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-13,unknown,fully_vaccinated,0,28,NA,NA,NA,0.71,NA,0,16.97,12.5,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-14,unknown,fully_vaccinated,0,28,NA,NA,NA,0.71,NA,0,16.87,12.5,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-15,unknown,fully_vaccinated,0,28,NA,NA,NA,0.71,NA,0,16.28,12.5,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-16,unknown,fully_vaccinated,3,31,NA,NA,NA,0.57,NA,37.5,17.22,7.14,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-17,unknown,fully_vaccinated,0,31,NA,NA,NA,0.57,NA,0,16.94,7.14,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-18,unknown,fully_vaccinated,0,31,NA,NA,NA,0.71,NA,0,16.85,14.29,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-19,unknown,fully_vaccinated,1,32,NA,NA,NA,0.86,NA,12.5,16.67,19.05,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-20,unknown,fully_vaccinated,0,32,NA,NA,NA,0.43,NA,0,16.41,13.69,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-21,unknown,fully_vaccinated,1,33,NA,NA,NA,0.43,NA,50,16.75,13.69,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-22,unknown,fully_vaccinated,1,34,NA,NA,NA,0.43,NA,33.33,17,13.69,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-23,unknown,fully_vaccinated,0,34,NA,NA,NA,0.57,NA,0,16.67,15.99,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-24,unknown,fully_vaccinated,0,34,NA,NA,NA,0.71,NA,0,16.59,19.56,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-25,unknown,fully_vaccinated,0,34,NA,NA,NA,0.71,NA,0,16.27,14.46,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-26,unknown,fully_vaccinated,2,36,NA,NA,NA,0.71,NA,28.57,16.67,12.55,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-27,unknown,fully_vaccinated,1,37,NA,NA,NA,0.71,NA,25,16.82,12.55,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-28,unknown,fully_vaccinated,1,38,NA,NA,NA,0.71,NA,14.29,16.74,12.55,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-29,unknown,fully_vaccinated,1,39,NA,NA,NA,0.71,NA,20,16.81,12.55,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-04-30,unknown,fully_vaccinated,0,39,NA,NA,NA,0.43,NA,0,16.6,8.47,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-01,unknown,fully_vaccinated,0,39,NA,NA,NA,0.43,NA,0,16.39,8.47,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-02,unknown,fully_vaccinated,0,39,NA,NA,NA,0.29,NA,0,16.25,6.43,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-03,unknown,fully_vaccinated,0,39,NA,NA,NA,0.29,NA,0,15.92,6.43,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-04,unknown,fully_vaccinated,1,40,NA,NA,NA,0.57,NA,25,16.06,15.95,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-05,unknown,fully_vaccinated,0,40,NA,NA,NA,0.71,NA,0,15.81,20.71,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-06,unknown,fully_vaccinated,1,41,NA,NA,NA,0.71,NA,20,15.89,20.71,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-07,unknown,fully_vaccinated,2,43,NA,NA,NA,0.71,NA,66.67,16.48,20.71,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-08,unknown,fully_vaccinated,1,44,NA,NA,NA,0.71,NA,33.33,16.67,20.71,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-09,unknown,fully_vaccinated,0,44,NA,NA,NA,0.71,NA,0,16.42,20.71,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-10,unknown,fully_vaccinated,0,44,NA,NA,NA,0.57,NA,0,16.36,17.86,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-11,unknown,fully_vaccinated,1,45,NA,NA,NA,0.29,NA,25,16.48,8.33,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-12,unknown,fully_vaccinated,0,45,NA,NA,NA,0.14,NA,0,16.3,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-13,unknown,fully_vaccinated,0,45,NA,NA,NA,0.43,NA,0,16.19,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-14,unknown,fully_vaccinated,0,45,NA,NA,NA,0.43,NA,0,16.01,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-15,unknown,fully_vaccinated,0,45,NA,NA,NA,0.29,NA,NA,16.01,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-16,unknown,fully_vaccinated,2,47,NA,NA,NA,0.29,NA,66.67,16.55,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-17,unknown,fully_vaccinated,0,47,NA,NA,NA,0.29,NA,0,16.26,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-18,unknown,fully_vaccinated,0,47,NA,NA,NA,0.43,NA,0,15.93,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-19,unknown,fully_vaccinated,0,47,NA,NA,NA,0.43,NA,0,15.82,13.1,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-20,unknown,fully_vaccinated,0,47,NA,NA,NA,0.14,NA,0,15.77,3.57,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-21,unknown,fully_vaccinated,1,48,NA,NA,NA,0.14,NA,25,15.89,3.57,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-22,unknown,fully_vaccinated,0,48,NA,NA,NA,0.29,NA,0,15.84,7.14,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-23,unknown,fully_vaccinated,0,48,NA,NA,NA,0.29,NA,0,15.79,7.14,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-24,unknown,fully_vaccinated,0,48,NA,NA,NA,0.43,NA,0,15.69,10,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-25,unknown,fully_vaccinated,1,49,NA,NA,NA,0.29,NA,25,15.81,6.43,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-26,unknown,fully_vaccinated,0,49,NA,NA,NA,0.29,NA,0,15.76,6.43,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-27,unknown,fully_vaccinated,1,50,NA,NA,NA,0.43,NA,20,15.82,11.19,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-28,unknown,fully_vaccinated,0,50,NA,NA,NA,0.57,NA,0,15.67,14.76,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-29,unknown,fully_vaccinated,0,50,NA,NA,NA,0.43,NA,0,15.62,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-30,unknown,fully_vaccinated,1,51,NA,NA,NA,0.43,NA,33.33,15.79,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-05-31,unknown,fully_vaccinated,1,52,NA,NA,NA,0.29,NA,25,15.9,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-01,unknown,fully_vaccinated,0,52,NA,NA,NA,0.29,NA,NA,15.9,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-02,unknown,fully_vaccinated,0,52,NA,NA,NA,0.43,NA,0,15.85,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-03,unknown,fully_vaccinated,0,52,NA,NA,NA,0.29,NA,0,15.81,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-04,unknown,fully_vaccinated,0,52,NA,NA,NA,0.29,NA,0,15.66,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-05,unknown,fully_vaccinated,1,53,NA,NA,NA,0.43,NA,33.33,15.82,16.67,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-06,unknown,fully_vaccinated,0,53,NA,NA,NA,0.57,NA,0,15.77,20.24,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-07,unknown,fully_vaccinated,1,54,NA,NA,NA,0.71,NA,50,15.98,27.38,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-08,unknown,fully_vaccinated,1,55,NA,NA,NA,0.71,NA,33.33,16.13,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-09,unknown,fully_vaccinated,1,56,NA,NA,NA,0.57,NA,25,16.23,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-10,unknown,fully_vaccinated,1,57,NA,NA,NA,0.71,NA,50,16.43,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-11,unknown,fully_vaccinated,0,57,NA,NA,NA,0.86,NA,NA,16.43,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-12,unknown,fully_vaccinated,0,57,NA,NA,NA,0.71,NA,0,16.38,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-13,unknown,fully_vaccinated,1,58,NA,NA,NA,0.71,NA,33.33,16.52,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-14,unknown,fully_vaccinated,2,60,NA,NA,NA,0.57,NA,50,16.9,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-15,unknown,fully_vaccinated,0,60,NA,NA,NA,0.57,NA,0,16.85,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-16,unknown,fully_vaccinated,1,61,NA,NA,NA,0.57,NA,100,17.09,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-17,unknown,fully_vaccinated,0,61,NA,NA,NA,0.43,NA,NA,17.09,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-18,unknown,fully_vaccinated,0,61,NA,NA,NA,0.14,NA,NA,17.09,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-19,unknown,fully_vaccinated,0,61,NA,NA,NA,0.14,NA,NA,17.09,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-20,unknown,fully_vaccinated,0,61,NA,NA,NA,0,NA,NA,17.09,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-21,unknown,fully_vaccinated,0,61,NA,NA,NA,0,NA,0,17.04,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-22,unknown,fully_vaccinated,0,61,NA,NA,NA,0,NA,0,16.99,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-23,unknown,fully_vaccinated,0,61,NA,NA,NA,0,NA,NA,16.99,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-24,unknown,fully_vaccinated,0,61,NA,NA,NA,0,NA,0,16.94,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-25,unknown,fully_vaccinated,0,61,NA,NA,NA,0.29,NA,0,16.9,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-26,unknown,fully_vaccinated,0,61,NA,NA,NA,0.43,NA,NA,16.9,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-27,unknown,fully_vaccinated,0,61,NA,NA,NA,0.43,NA,NA,16.9,NA,CHFL,COVID19Hosp,vaccine,limited,2022-02-24_07-53-39
2021-06-28,unknown,fully_vaccinated,2,63,NA,NA,NA,0.43,NA,100,17.36,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-06-29,unknown,fully_vaccinated,1,64,NA,NA,NA,0.43,NA,100,17.58,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-06-30,unknown,fully_vaccinated,0,64,NA,NA,NA,0.43,NA,0,17.53,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-07-01,unknown,fully_vaccinated,0,64,NA,NA,NA,0.43,NA,NA,17.53,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-07-02,unknown,fully_vaccinated,0,64,NA,NA,NA,0.14,NA,0,17.49,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-07-03,unknown,fully_vaccinated,0,64,NA,NA,NA,0,NA,NA,17.49,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-07-04,unknown,fully_vaccinated,0,64,NA,NA,NA,0,NA,0,17.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-07-05,unknown,fully_vaccinated,0,64,NA,NA,NA,0,NA,NA,17.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-07-06,unknown,fully_vaccinated,0,64,NA,NA,NA,0,NA,NA,17.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-07-07,unknown,fully_vaccinated,0,64,NA,NA,NA,0,NA,NA,17.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-07-08,unknown,fully_vaccinated,0,64,NA,NA,NA,0,NA,NA,17.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-07-09,unknown,fully_vaccinated,0,64,NA,NA,NA,0.29,NA,NA,17.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2021-07-10,unknown,fully_vaccinated,0,64,NA,NA,NA,0.29,NA,NA,17.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
