date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2022-01-06,pfizer_biontech,fully_vaccinated,10,807,2033542,0.49,NA,8.71,0.43,18.52,22.83,17.78,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-07,pfizer_biontech,fully_vaccinated,9,816,2036630,0.44,NA,8.71,0.43,19.57,22.79,17.97,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-08,pfizer_biontech,fully_vaccinated,5,821,2038845,0.25,NA,7.57,0.37,16.67,22.74,17.34,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-09,pfizer_biontech,fully_vaccinated,5,826,2039304,0.25,NA,8.29,0.41,16.13,22.68,18.66,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-10,pfizer_biontech,fully_vaccinated,9,835,2042084,0.44,NA,8,0.39,20.45,22.65,18.8,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-11,pfizer_biontech,fully_vaccinated,10,845,2044714,0.49,NA,7.14,0.35,21.74,22.64,17.03,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-12,pfizer_biontech,fully_vaccinated,10,855,2047769,0.49,NA,7,0.34,17.54,22.57,16.61,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-13,pfizer_biontech,fully_vaccinated,8,863,2050391,0.39,NA,7.29,0.36,19.51,22.53,17.54,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-14,pfizer_biontech,fully_vaccinated,3,866,2053423,0.15,NA,7.43,0.36,7.14,22.37,17.36,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-15,pfizer_biontech,fully_vaccinated,4,870,2055403,0.19,NA,7,0.34,13.79,22.3,16.26,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-16,pfizer_biontech,fully_vaccinated,7,877,2055798,0.34,NA,7.71,0.38,22.58,22.3,16.53,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-17,pfizer_biontech,fully_vaccinated,10,887,2058016,0.49,NA,7.29,0.35,19.23,22.26,15.2,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-18,pfizer_biontech,fully_vaccinated,7,894,2060034,0.34,NA,7.57,0.37,14,22.16,15.67,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-19,pfizer_biontech,fully_vaccinated,15,909,2062736,0.73,NA,7.43,0.36,19.48,22.11,14.77,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-20,pfizer_biontech,fully_vaccinated,5,914,2064786,0.24,NA,7.14,0.35,10.2,21.97,14.65,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-21,pfizer_biontech,fully_vaccinated,5,919,2066613,0.24,NA,7.29,0.35,10.42,21.84,14.71,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-22,pfizer_biontech,fully_vaccinated,3,922,2067667,0.15,NA,7.86,0.38,7.5,21.7,15.57,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-23,pfizer_biontech,fully_vaccinated,5,927,2067874,0.24,NA,6.71,0.32,21.74,21.7,14.57,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-24,pfizer_biontech,fully_vaccinated,11,938,2069292,0.53,NA,7.14,0.35,19.64,21.68,15.45,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-25,pfizer_biontech,fully_vaccinated,11,949,2070581,0.53,NA,8.71,0.42,20,21.66,17.32,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-26,pfizer_biontech,fully_vaccinated,7,956,2072505,0.34,NA,9.43,0.46,12.5,21.54,19.51,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-27,pfizer_biontech,fully_vaccinated,8,964,2073867,0.39,NA,9.57,0.46,16.33,21.48,18.4,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-28,pfizer_biontech,fully_vaccinated,16,980,2075439,0.77,NA,9.43,0.45,23.53,21.51,18.02,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-29,pfizer_biontech,fully_vaccinated,8,988,2076469,0.39,NA,9.43,0.45,22.86,21.53,17.65,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-30,pfizer_biontech,fully_vaccinated,6,994,2076629,0.29,NA,9.43,0.45,13.95,21.45,17.62,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-01-31,pfizer_biontech,fully_vaccinated,10,1004,2078149,0.48,NA,10.29,0.5,16.95,21.4,18.74,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-02-01,pfizer_biontech,fully_vaccinated,11,1015,2079465,0.53,NA,8.86,0.43,17.46,21.35,16.85,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-02-02,pfizer_biontech,fully_vaccinated,7,1022,2082110,0.34,NA,8.43,0.4,12.28,21.24,15.57,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-02-03,pfizer_biontech,fully_vaccinated,14,1036,2083834,0.67,NA,8.14,0.39,24.14,21.27,15.42,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-02-04,pfizer_biontech,fully_vaccinated,6,1042,2085794,0.29,NA,7.86,0.38,10.34,21.14,15.33,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-02-05,pfizer_biontech,fully_vaccinated,5,1047,2089082,0.24,NA,6.86,0.33,13.89,21.09,14.03,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
2022-02-06,pfizer_biontech,fully_vaccinated,4,1051,2090094,0.19,NA,7.29,0.35,12.9,21.04,15.25,CHFL,COVID19Hosp,vaccine,intermediate,2022-02-24_07-53-39
